,mal_id,titles,Tag
3103,20057,Space☆Dandy,"['7.88', 'Comedy', 'Sci-Fi', 'AdultCast', 'Space', 'dandy', 'is', 'a', 'groovy,', 'pompadour-wearing', 'man', 'who', 'explores', 'the', 'stars', 'in', 'search', 'of', 'strange', 'aliens', 'for', 'money,', 'desiring', 'to', 'visit', 'his', 'favorite', 'place:', 'boobies,', 'the', 'best', 'diner', 'in', 'all', 'the', 'cosmos.', 'traversing', 'the', 'galaxies', 'in', 'his', 'trusty', 'ship,', 'the', 'aloha', 'oe,', 'dandy', 'is', 'accompanied', 'by', 'his', 'two', 'equally', 'unique', 'friends:', 'qt,', 'the', 'vacuum', 'cleaner', 'robot;', 'and', 'meow,', 'an', 'alien', 'with', 'a', 'cat-like', 'appearance.', 'although', 'exciting,', ""dandy's"", 'job', 'is', 'never', 'simple,', 'and', 'each', 'new', 'day', 'promises', 'a', 'completely', 'different,', 'thrilling', 'adventure.', 'together,', 'dandy', 'and', 'his', 'crew', 'get', 'dragged', 'into', 'perilous', 'journeys,', 'misadventures', 'in', 'romance,', 'and', 'out', 'of', 'this', 'world', 'scenarios—all', 'whilst', 'steering', 'clear', 'of', 'the', 'evil', 'scientist,', 'dr.', 'gel', 'of', 'the', 'gogol', 'empire.', '[written', 'by', 'mal', 'rewrite]']"
3104,21085,Witch Craft Works,"['6.99', 'Action', 'Supernatural', 'School', 'even', 'though', 'they', 'shared', 'the', 'same', 'bus', 'every', 'morning', 'and', 'sat', 'next', 'to', 'each', 'other', 'in', 'class,', 'ayaka', 'kagari,', 'the', '""princess""', 'of', 'tougetsu', 'high', 'school,', 'was', 'nothing', 'more', 'than', 'an', 'unreachable', 'idol', 'for', 'honoka', 'takamiya.', 'the', 'horde', 'of', 'students', 'who', 'worshipped', 'the', '""princess""', 'was', 'merely', 'a', 'nuisance', 'to', 'honoka,', 'living', 'his', 'lazy,', 'regular', 'high', 'school', 'life.', 'everything', 'seemed', 'perfectly', 'normal', 'until,', 'one', 'day,', 'honoka', 'is', 'attacked', 'out', 'of', 'the', 'blue', 'by', 'a', 'mysterious', 'witch.', 'to', 'his', 'surprise,', 'ayaka', 'saves', 'his', 'life,', 'revealing', 'herself', 'to', 'be', 'a', 'fire', 'witch', 'on', 'a', 'covert', 'mission', 'to', 'protect', 'honoka.', 'from', 'that', 'fateful', 'day,', 'the', 'ordinary', 'life', 'of', 'honoka', 'is', 'turned', 'upside', 'down', 'as', 'he', 'is', 'thrown', 'into', 'the', 'war', 'between', 'the', 'workshop', 'witches,', 'who', 'strive', 'to', 'protect', 'the', 'citizens,', 'and', 'the', 'tower', 'witches,', 'who', 'desire', 'to', 'steal', 'a', 'power', 'hidden', 'within', 'him.', '[written', 'by', 'mal', 'rewrite]']"
3105,20767,Noragami OVA,"['7.71', 'Comedy', 'Fantasy', 'Mythology', 'School', 'hiyori', 'iki', 'is', 'excited', 'to', 'start', 'high', 'school', 'alongside', 'her', 'two', 'middle', 'school', 'friends,', 'but', '""delivery', 'god""', 'yato', 'seems', 'to', 'have', 'other', 'plans', 'for', 'the', 'day.', 'will', 'hiyori', 'be', 'able', 'to', 'make', 'a', 'good', 'impression', 'on', 'her', 'first', 'day?', 'or', 'will', 'yato', 'cost', 'her', 'a', 'happy', 'high', 'school', 'life?', 'on', 'another', 'day,', 'hiyori', 'decides', 'to', 'take', 'advantage', 'of', 'the', 'beautiful', 'weather', 'and', 'invites', 'a', 'number', 'of', 'people', 'to', 'gaze', 'at', 'the', 'cherry', 'blossoms,', 'including', 'the', 'fearsome', 'combat', 'god,', 'bishamon.', 'but', 'how', 'long', 'will', 'their', 'blissful', 'day', 'last', 'when', 'yato', 'and', 'his', 'old', 'rival', 'bishamon', 'start', 'to', 'drink', 'together?', '[written', 'by', 'mal', 'rewrite]']"
3106,20689,Hamatora The Animation,"['7.25', 'Action', 'Mystery', 'Supernatural', 'Detective', 'SuperPower', 'the', 'ability', 'to', 'create', 'miracles', 'is', 'not', 'just', 'a', 'supernatural', 'phenomenon;', 'it', 'is', 'a', 'gift', 'which', 'manifests', 'in', 'a', 'limited', 'number', 'of', 'human', 'beings.', '""minimum,""', 'or', 'small', 'miracles,', 'are', 'special', 'powers', 'that', 'only', 'selected', 'people', 'called', '""minimum', 'holders""', 'possess.', 'the', 'detective', 'agency', 'yokohama', 'troubleshooting,', 'or', 'hamatora', 'for', 'short,', 'is', 'composed', 'of', 'the', '""minimum', 'holder', 'pi', 'duo,""', 'nice', 'and', 'murasaki.', 'their', 'office', 'is', 'a', 'lone', 'table', 'at', 'cafe', 'nowhere,', 'where', 'the', 'pair', 'and', 'their', 'coworkers', 'await', 'new', 'clients.', 'suddenly,', 'the', 'jobs', 'that', 'they', 'begin', 'to', 'receive', 'seem', 'to', 'have', 'strange', 'connections', 'to', 'the', 'serial', 'killer', 'whom', 'their', 'friend', 'art,', 'a', 'police', 'officer,', 'is', 'searching', 'for.', 'the', 'murder', 'victims', 'share', 'a', 'single', 'similarity:', 'they', 'are', 'all', 'minimum', 'holders.', 'nice', 'and', 'murasaki,', 'as', 'holders', 'themselves,', 'are', 'drawn', 'to', 'the', 'case—but', 'what', 'exactly', 'is', 'the', 'link', 'between', 'nice', 'and', 'the', 'one', 'who', 'orchestrates', 'it', 'all?', '[written', 'by', 'mal', 'rewrite]']"
3107,20047,Sakura Trick,"['6.96', 'Comedy', 'GirlsLove', 'School', 'having', 'been', 'best', 'friends', 'since', 'middle', 'school,', 'haruka', 'takayama', 'and', 'yuu', 'sonoda', 'plan', 'to', 'attend', 'misato', 'west', 'high', 'school', 'together.', 'however,', 'despite', 'being', 'assigned', 'to', 'the', 'same', 'class,', 'a', 'cruel', 'twist', 'of', 'fate', 'has', 'them', 'seated', 'on', 'the', 'opposite', 'ends', 'of', 'their', 'classroom!', 'to', 'make', 'matters', 'worse,', 'their', 'school', 'will', 'shut', 'down', 'in', 'three', 'years,', 'making', 'them', 'the', 'final', 'intake', 'of', 'first-year', 'students.', 'undeterred', 'by', 'this', 'chain', 'of', 'unfortunate', 'events,', 'haruka', 'is', 'set', 'on', 'sticking', 'with', 'yuu,', 'striving', 'to', 'create', 'many', 'wonderful', 'memories', 'with', 'her.', 'much', 'to', ""haruka's"", 'jealousy', 'however,', ""yuu's"", 'easygoing', 'demeanor', 'quickly', 'attracts', 'the', 'attention', 'of', 'their', 'female', 'classmates.', 'sympathizing', 'with', 'her', ""friend's"", 'growing', 'insecurity,', 'yuu', 'ends', 'up', 'sharing', 'a', 'deep,', 'affectionate', 'kiss', 'with', 'her', 'in', 'an', 'empty', 'classroom.', 'the', 'act', 'intensifies', 'their', 'bond', 'as', '""special', 'friends,""', 'gradually', 'revealing', 'a', 'different', 'aspect', 'to', 'their', 'unique', 'friendship', 'while', 'also', 'inviting', 'new', 'conflicts.', '[written', 'by', 'mal', 'rewrite]']"
3108,20847,Seitokai Yakuindomo*,"['7.68', 'Comedy', 'GagHumor', 'School', 'they', 'say', 'that', 'the', 'more', 'things', 'change,', 'the', 'more', 'they', 'stay', 'the', 'same,', 'and', 'those', 'words', 'could', 'not', 'be', 'more', 'true', 'for', 'the', 'student', 'council', 'of', 'ousai', 'private', 'academy.', 'though', 'an', 'entire', 'year', 'has', 'passed—bringing', 'the', 'senior', 'members', 'to', 'their', 'final', 'year', 'of', 'high', 'school—not', 'much', 'has', 'changed.', 'president', 'shino', 'amakusa', 'is', 'just', 'as', 'perverted', 'as', 'ever,', 'secretary', 'aria', 'shichijou', 'still', 'refuses', 'to', 'put', 'on', 'a', 'pair', 'of', 'panties,', 'treasurer', 'suzu', 'hagimura', 'has', 'yet', 'to', 'grow', 'an', 'inch,', 'and', 'vice', 'president', 'takatoshi', 'tsuda', 'is', 'still', 'stuck', 'as', 'the', 'straight', 'man', 'to', 'their', 'crazy', 'antics.', 'of', 'course,', 'limiting', 'the', 'fun', 'to', 'a', 'four-way', 'might', 'get', 'a', 'little', 'stale;', 'although', 'the', 'group', 'still', 'messes', 'around', 'with', 'the', 'judo', 'club', 'and', 'the', 'newspaper', 'club,', 'more', 'girls', 'have', 'come', 'to', 'get', 'in', 'on', 'the', 'excitement.', ""takatoshi's"", 'sister', 'kotomi,', 'a', 'new', 'student', 'at', 'ousai,', 'is', 'as', 'perverse', 'as', 'the', 'president,', 'while', 'uomi,', 'the', 'aloof', 'student', 'council', 'president', 'of', 'the', 'nearby', 'eiryou', 'high', 'school,', 'fits', 'right', 'in', 'with', 'the', 'insanity', 'at', 'ousai.', 'with', 'loads', 'of', 'absurdity', 'and', 'sexual', 'humor', 'that', 'keeps', 'on', 'coming,', 'takatoshi', 'needs', 'to', 'harden', 'up', 'if', 'he', 'is', 'going', 'to', 'keep', 'up', 'with', 'all', 'the', 'madness', 'around', 'him.', '[written', 'by', 'mal', 'rewrite]']"
3109,19769,Mahou Sensou,"['5.96', 'Action', 'Fantasy', 'School', 'the', 'world', 'as', 'we', 'know', 'it', 'is', 'actually', 'just', 'half', 'the', 'story,', 'as', 'takeshi', 'nanase', 'finds', 'out', 'abruptly', 'one', 'summer', 'morning.', 'on', 'his', 'way', 'to', 'kendo', 'practice,', 'takeshi', 'comes', 'across', 'an', 'unconscious', 'girl', 'in', 'a', 'uniform', 'he', ""doesn't"", 'recognize.', 'takeshi', 'does', 'the', 'decent', 'thing', 'and', 'saves', 'her,', 'and', 'in', 'return', 'the', 'girl', 'wakes', 'up', 'and', 'accidentally', 'turns', 'him', 'into', 'a', 'magic-user.', 'as', 'takeshi', 'finds', 'out,', 'there', 'is', 'the', 'world', 'he', 'lives', 'in', 'and', 'the', 'world', 'of', 'magic', 'users.', 'most', 'magic', 'users', 'just', 'want', 'to', 'peacefully', 'coexist', 'with', 'non-magicians,', 'but', 'there', 'are', 'some', 'with', 'bigger', 'ambitions.', 'mui', 'aiba', 'is', 'a', 'magician', 'enrolled', 'in', 'the', 'subaru', 'magic', 'academy,', 'where', 'magic', 'users', 'can', 'learn', 'to', 'control', 'and', 'channel', 'their', 'powers', 'and', 'how', 'to', 'live', 'in', 'peace', 'with', 'regular', 'humans.', 'after', 'his', 'fateful', 'encounter', 'with', 'mui,', 'takeshi', 'and', 'his', 'newly', 'magician', 'friends', 'kurumi', 'isoshima', 'and', 'kazumi', 'ida', 'decide', 'to', 'enroll', 'in', 'the', 'magic', 'academy', 'as', 'well.', 'all', 'three', 'friends', 'have', 'different', 'reasons', 'for', 'fighting', 'on,', 'whether', ""they're"", 'fighting', 'to', 'escape', 'the', 'past', 'or', 'catch', 'up', 'to', 'the', 'future.', 'they', 'wield', 'different', 'kinds', 'of', 'powers,', 'which', 'they', 'must', 'learn', 'to', 'harness', 'in', 'order', 'to', 'fight', 'off', 'the', 'ghost', 'trailers,', 'a', 'group', 'of', 'magicians', 'who', 'are', 'willing', 'to', 'use', 'violence', 'to', 'assert', 'their', 'superiority', 'over', 'humans.', 'pursued', 'by', 'the', 'ghost', 'trailers,', 'takeshi', 'and', 'his', 'friends', 'must', 'train', 'to', 'become', 'stronger,', 'face', 'the', 'leader', 'of', 'the', 'trailers,', 'and', 'prevent', 'the', 'beginning', 'of', 'the', 'second', 'great', 'magic', 'war.']"
3110,18139,Tonari no Seki-kun,"['7.53', 'Comedy', 'School', 'all', 'rumi', 'yokoi', 'wants', 'to', 'do', 'is', 'focus', 'during', 'school,', 'but', 'she', 'is', 'constantly', 'distracted', 'by', 'toshinari', 'seki,', 'her', 'neighboring', 'classmate.', 'paying', 'attention', 'during', 'class', 'is', 'the', 'least', 'of', ""seki's"", 'worries,', 'as', 'he', 'obsesses', 'over', 'intricate', 'setups', 'created', 'using', 'an', 'assortment', 'of', 'items,', 'from', 'an', 'elaborate', 'domino', 'course', 'on', 'his', 'desk', 'to', 'a', 'treacherous', 'war', 'played', 'out', 'with', 'shogi', 'pieces.', 'yokoi', 'desperately', 'attempts', 'to', 'focus', 'in', 'class,', 'only', 'to', 'be', 'repeatedly', 'sucked', 'into', 'his', 'intriguing', 'eccentricities;', 'however,', 'they', 'always', 'seem', 'to', 'end', 'up', 'with', 'her', 'getting', 'in', 'trouble', 'with', 'their', 'teacher.', 'fortunately,', 'lessons', 'will', 'never', 'be', 'dull', 'with', ""seki's"", 'antics', 'around!', '[written', 'by', 'mal', 'rewrite]']"
3111,18095,Nourin,"['6.75', 'Comedy', 'Romance', 'Ecchi', 'Parody', 'School', 'idol-obsessed', 'kousaku', 'hata', 'is', 'left', 'devastated', 'when', 'his', 'favorite,', 'yuka', 'kusakabe,', 'unexpectedly', 'announces', 'her', 'retirement', 'at', 'the', 'peak', 'of', 'an', 'illustrious', 'career.', 'as', 'yuka’s', 'biggest', 'fan,', 'this', 'news', 'proves', 'to', 'be', 'more', 'difficult', 'than', 'he', 'can', 'bear.', 'shaken', 'to', 'his', 'very', 'core,', 'he', 'sinks', 'into', 'depression', 'and', 'places', 'himself', 'in', 'self-imposed', 'isolation.', 'however,', 'on', 'the', 'day', 'his', 'friends', 'managed', 'to', 'convince', 'him', 'to', 'attend', 'school', 'again,', 'he', 'gets', 'a', 'pleasant', 'surprise.', 'it', 'turns', 'out', 'that', 'his', 'beloved', 'idol,', 'under', 'the', 'guise', 'of', 'ringo', 'kinoshita,', 'has', 'transferred', 'into', 'his', 'class.', 'this', 'miraculous', 'development', 'fills', 'kousaku', 'with', 'newfound', 'resolve,', 'as', 'he', 'dedicates', 'himself', 'to', 'take', 'advantage', 'of', 'the', 'once-in-a-lifetime', 'opportunity.', 'with', 'the', 'support', 'of', 'his', 'teacher', 'and', 'friends,', 'kousaku', 'works', 'toward', 'getting', 'close', 'to', 'the', 'girl', 'of', 'his', 'dreams', 'and', 'uncovering', 'the', 'reason', 'for', 'her', 'retirement', 'from', 'the', 'entertainment', 'industry.', '[written', 'by', 'mal', 'rewrite]']"
3112,19315,Pupa,"['3.29', 'Fantasy', 'Horror', 'Suspense', 'Gore', 'Psychological', 'abandoned', 'by', 'their', 'abusive', 'parents', 'and', 'with', 'only', 'each', 'other', 'to', 'depend', 'on,', 'siblings', 'utsutsu', 'and', 'yume', 'hasegawa', 'find', 'themselves', 'led', 'astray', 'by', 'beautiful', 'red', 'butterflies', 'that', 'have', 'appeared', 'in', 'their', 'world.', 'unbeknownst', 'to', 'them,', 'these', 'crimson', 'winged', 'heralds', 'trumpet', 'the', 'beginning', 'of', 'a', 'cannibalistic', 'nightmare—a', 'mysterious', 'virus', 'known', 'as', 'pupa', 'is', 'about', 'to', 'hatch.', 'after', 'succumbing', 'to', 'the', 'full', 'effects', 'of', 'pupa,', 'yume', 'undergoes', 'a', 'grotesque', 'metamorphosis', 'into', 'a', 'monstrous', 'creature', 'with', 'an', 'insatiable', 'desire', 'for', 'flesh;', 'utsutsu,', 'on', 'the', 'other', 'hand,', 'is', 'only', 'partially', 'affected,', 'gaining', 'remarkable', 'regenerative', 'powers', 'instead.', 'reaffirming', 'the', 'resolve', 'to', 'keep', 'the', 'promise', 'he', 'made', 'to', 'himself', 'years', 'ago,', 'utsutsu', 'is', 'willing', 'to', 'sacrifice', 'everything', 'in', 'order', 'to', 'always', 'be', 'there', 'for', 'his', 'precious', 'little', 'sister.', 'pupa', 'tells', 'the', 'story', 'of', 'a', 'loving', ""brother's"", 'desperate', 'struggles', 'to', 'save', 'his', 'sister', 'while', 'protecting', 'the', 'world', 'from', 'her', 'uncontrollable', 'hunger.', '[written', 'by', 'mal', 'rewrite]']"
3113,17777,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.","['6.2', 'Comedy', 'Romance', 'Supernatural', 'Ecchi', 'saikin,', 'imouto', 'no', 'yousu', 'ga', 'chotto', 'okashiinda', 'ga.', 'follows', 'a', 'family', 'just', 'starting', 'to', 'rebuild.', 'when', 'they', 'marry,', 'mr.', 'and', 'mrs.', 'kanzaki', 'bring', 'a', 'teenage', 'son', 'and', 'daughter', 'along', 'for', 'the', 'ride.', 'but', 'high', 'school', 'freshman', 'mitsuki', 'kanzaki', 'is', 'less', 'than', 'thrilled.', 'stinging', 'from', 'a', 'history', 'of', 'absent', 'and', 'abusive', 'father', 'figures,', 'she', 'is', 'slow', 'to', 'accept', 'her', 'stepfather', 'and', 'stepbrother.', 'but', 'after', 'an', 'accident', 'lands', 'mitsuki', 'in', 'the', 'hospital,', 'she', 'finds', 'herself', 'possessed', 'by', 'the', 'ghost', 'of', 'hiyori', 'kotobuki,', 'a', 'girl', 'her', 'age', 'who', 'was', 'deeply', 'in', 'love', 'with', ""mitsuki's"", 'stepbrother', 'yuuya.', 'hiyori', 'cannot', 'pass', 'on', 'to', 'her', 'final', 'reward', 'because', 'of', 'her', 'unrequited', 'love', 'for', 'yuuya,', 'meaning', ""she's"", 'got', 'to', 'consummate', 'it...', 'in', ""mitsuki's"", 'body?!', 'now,', ""mitsuki's"", 'life', 'depends', 'on', 'getting', 'hiyori', 'to', 'heaven.', 'but', 'will', 'she', 'get', 'used', 'to', 'sharing', 'herself', 'with', 'a', 'pushy,', 'amorous', 'ghost?', 'can', 'she', 'overcome', 'her', 'distrust', 'of', 'her', 'new', 'family?', 'can', 'she', 'bring', 'herself', 'to', 'fulfill', ""hiyori's"", 'feelings', 'for', 'yuuya?', 'and', 'might', 'she', 'be', 'hiding', 'some', 'feelings', 'of', 'her', 'own?']"
3114,20457,"Inari, Konkon, Koi Iroha.","['7.2', 'Comedy', 'Romance', 'Supernatural', 'Mythology', 'School', 'frazzle-haired', 'middle', 'schooler', 'inari', 'fushimi', 'is', 'less', 'than', 'average;', ""she's"", 'painfully', 'shy', 'and', 'horribly', 'clumsy,', 'but', 'despite', 'all', 'this,', 'she', 'is', 'undeniably', 'kind.', 'running', 'about', 'the', 'winding', 'streets', 'of', 'her', 'hometown,', 'she', 'takes', 'a', 'shortcut', 'through', 'the', 'local', 'shrine', 'and', 'stumbles', 'upon', 'a', 'small', 'fox', 'pup', 'in', 'a', 'river.', 'after', 'rescuing', 'him,', 'she', 'continues', 'on,', 'but', 'from', 'this', 'moment', 'on,', 'her', 'life', 'takes', 'a', 'drastic', 'turn.', 'grateful', 'for', 'rescuing', 'the', 'pup,', 'the', 'shrine', 'goddess', 'uka-no-mitama-no-kami,', '""uka-sama,""', 'grants', 'inari', 'a', 'fragment', 'of', 'her', 'power.', 'now,', 'inari', 'has', 'the', 'ability', 'to', 'transform', 'into', 'anyone', 'by', 'shouting', 'the', 'magical', 'phrase', '""inari,', 'konkon.""', 'could', 'this', 'power', 'also', 'grant', 'her', 'the', 'courage', 'to', 'convey', 'her', 'feelings', 'to', 'her', 'crush,', 'kouji', 'tanbabashi?', 'with', 'her', 'new', 'heavenly', 'ability', 'and', 'the', 'fox', 'spirit', 'kon,', 'inari', 'forms', 'a', 'sincere', 'friendship', 'with', 'uka-sama,', 'encounters', 'more', 'of', 'the', 'supernatural', 'world,', 'and', 'learns', 'that', 'true', 'love', 'knows', 'no', 'bounds.', '[written', 'by', 'mal', 'rewrite]']"
3115,15565,Maken-Ki! Two,"['6.14', 'Action', 'Ecchi', 'Harem', 'MartialArts', 'School', 'SuperPower', 'takeru', 'continues', 'his', 'education', 'at', 'tenbi', 'academy', 'as', 'part', 'of', 'the', 'newly', 'formed', 'security', 'committee.', 'as', 'a', 'team', 'with', 'the', 'other', 'members,', 'they', 'battle', 'unscrupulous', 'individuals', 'who', 'use', 'their', 'maken', 'for', 'evil', 'purposes.', 'in', 'the', 'meantime,', 'his', 'libido', 'and', 'the', 'conflicting', 'romantic', 'interests', 'of', 'the', 'girls', 'surrounding', 'him', 'complicate', 'matters', 'considerably.', '(source:', 'ann)']"
3116,20973,Sekai Seifuku: Bouryaku no Zvezda,"['7.05', 'Action', 'Comedy', 'Fantasy', 'Sci-Fi', 'SuperPower', 'asuta', 'jimon,', 'a', 'runaway,', 'is', 'wandering', 'the', 'streets', 'at', 'night', 'when', 'he', 'has', 'a', 'chance', 'encounter', 'with', 'a', 'young', 'girl', 'collapsed', 'beside', 'her', 'tricycle.', 'after', 'he', 'offers', 'her', 'some', 'food,', 'she', 'is', 'moved', 'by', 'his', 'kindness', 'and', 'asks', 'him', 'to', 'join', 'her', 'organization,', 'offering', 'him', 'a', 'face', 'mask', 'and', 'a', 'sweet', 'bun.', 'in', 'need', 'of', 'a', 'place', 'to', 'stay,', 'asuta', 'decides', 'to', 'play', 'along', 'and', 'accepts', 'her', 'offer,', 'adopting', 'the', 'nickname', '""dva.""', 'little', 'does', 'dva', 'know,', 'this', 'cute', 'girl', 'is', 'kate', 'hoshimiya,', 'the', 'leader', 'of', 'zvezda,', 'a', 'secret', 'organization', 'bent', 'on', 'world', 'conquest.', 'however,', 'he', 'soon', 'realizes', 'the', 'true', 'weight', 'of', 'her', 'words', 'as', 'peculiar', 'happenings', 'rope', 'him', 'deeper', 'into', 'zvezda', 'and', 'its', 'eccentric', 'members—the', 'samurai-like', 'vanguard', 'itsuka', 'shikabane,', 'tech-genius', 'natalia', '""natasha""', 'vasylchenko,', 'troublesome', 'yasubee', '""yasu""', 'morozumi,', 'ex-gangster', 'gorou', 'shikabane,', 'and', 'multi-purpose', 'robot', 'roboko', 'tsujii.', 'with', '""white', 'light,""', 'a', 'powerful', 'organization', 'of', 'justice,', 'and', 'the', 'entire', 'japanese', 'government', 'against', 'them,', 'can', 'zvezda', 'really', 'dominate', 'all', 'humanity', 'and', 'let', 'their', 'light', 'shine', 'throughout', 'the', 'world?', '[written', 'by', 'mal', 'rewrite]']"
